CommentID	Class	PostID	Score	 Comment Text
7643758	C3	6498692	12	 A GUID is not a random number and if you substring it is not necessarily even going to be unique

9499498	C7	4671668	14	 I don't know about you, but I read the one without formatting better. Especially when I want to know what goes where, I have to go back and forth between the text and the params, and that's not even counting the possibility of miscounting and getting it wrong (that may not be an issue with fewer parameters, but go over 10 and it stops being fun). As Ashley pointed out, the second point is null if you use the formatting built in the ToString method. I agree with the third one, but I don't think I'll ever use it outside of that particular case.

9306643	C6	619859	9	 @Gravitas: Useful or not, it's certainly not available today. I suspect if this feature were ever to show up, it would require rather more careful design than we can do in comments :)

2838190	C7	154803	15	 Thanx much! Your footnote on "What volatile is actually good for" is what I was looking for and confirmed how I want to use volatile.

1884177	C3	1970001	15	 it's not always a question of whether or not "you can easily return an empty array", but rather of whether or not an empty array might be misleading in the current context. An empty array actually means something, as does null. To say that you should always return an empty array rather than null, is almost as misguided as saying you a boolean method should always return true. Both possible values convey a meaning.

16509961	C4	151560	7	 I think this is more of a bad naming convention rather than changing the place of your using. There shouldn't be a class called Math in your solution

8500934	C4	5325861	6	 @Cargowire - I agree, that scenario exists, and it is frustrating when you know what you are doing but are not allowed to do it due to limitations. However, had this been allowed, there would be lots of frustrated developers complaining about their data g

3576109	C7	619859	17	 Yeah but what's wrong with that, there's no suitable Bar constructor because it doesn't satisfy the interface properly. That'd be like saying you can't define methods in interfaces because if you don't implement it, it won't work.

633114	C3	136092	546	 throw ex is one if those really common mistakes. As a rule of thumb: You NEVER want to throw ex, since that generates a new exception, with an empty call stack. throw simply throws the existing exception higher.

21311495	C7	15117741	15	 @MarkHurd: I think you're not getting the full impact of what I'm saying here. It's not a question of what the C# compiler or the VB compiler does. The C# compiler is permitted to give *either answer* to that question *at any time for any reason*. You can

333159	C6	174223	13	 It's all good, Erik. The only reason /I/ knew about it is that I'm compiler theory nerd who read the ECMA-334 specs with a magnifying glass.

10922853	C6	8763548	25	 +1 for generating a surprisingly coherent error message.

10918	C7	82473	45	 I am still not convinced. Even if there is no explicit setter, this doesn't guarantee that the property will always return the same object - it can still be changed by some other method.

36907987	C2	23949829	11	 Note that due to brain-damaged semantics of the modulo operation, this can give a result that is off by one, namely rounded up rather than down, if negative values for the variables are allowed. For instance if x,y are positive multiples of 3, and z is -2, you get `(x+y)/3` which is too much.

13590273	C6	136092	12	 The else is kind of redundant.

32057093	C7	21273904	18	 I love the short answer.

688606	C7	881489	34	 @Eoin: If its not instantiated it'd be rather difficult to log it.

328211	C6	174223	31	 Damn - I've been programming with C# since the early days of 1.0, and I've *never* seen this until now. Just goes to show, you learn new things every day.

11061599	C2	8853974	28	 Good answer, though I note that it is not quite accurate to say "exactly identical" in your first example. It is exactly identical to `List<int> temp = new List<int>(); temp.Add(1); ... List<int> a = temp;` That is, the `a` variable is not initialized until *after* all the adds are called. Otherwise it would be legal to do something like `List<int> a = new List<int>() { a.Count, a.Count, a.Count };` which is a crazy thing to do.

1884217	C7	1970001	9	 For example, an UI component (from a library out of your control), might be rendering an empty table if an empty collection is passed, or no table at all, if null is passed

13339555	C4	212707	6	 Using a random IV for each message is not exotic or new, just important and part of the design of the algorithm. Using a predictable IV for every message is a common crypto mistake that doesn't need to be perpetuated.

2312303	C2	424414	19	 @Ant: I don't have to. Since we have only one instance of each AuthenticationMethod the reference equality inherited from Object works fine.

21274649	C7	15117741	9	 When _Eric Lippert_ answered the same question with me, I always feel `damn! my answer doesn't look logical anymore..`

5175483	C4	4691582	10	 @Power-Mosfet: Because it swallows *all* exceptions *silently*: you can't tell when *anything's* gone wrong. a) it's almost always a bad idea to handle all exceptions uniformly; b) it's almost always a bad idea to swallow exceptions, taking no action (not

19872341	C7	14301496	6	 @GoloRoden, why are you calling the interface ICanLog instead of ILogger? I worked with another programmer who often did this, and I could never understand the convention? To me it is like calling IEnumerable ICanEnumerate?

14459412	C6	10380166	13	 Well, the way I think about it is: I'm not a judge. I don't ask for "evidence" from the OP to try to prove his case before I answer him (contrary to what others might try to do). He *clearly* said, "Can't I simply get what bytes the string has been stored in? Why this dependency on encoding?", to which my answer is 100% accurate, more than the others on this page IMO. And IMO he's understood the caveats by now. Also, the fact that the answer was from 3 years ago is irrelevant. But again, if you'd rather ask for "evidence" first, then that's your style, and feel free to keep the downvote..

110059	C7	31929	61	 holy detailed answer batman! :)

16949161	C5	469315	7	 Wow... It's almost unbelieveable to see something implemented in a more verbose way in C# than in Java

25752459	C1	17673433	47	 Is this really considered cleaner?

34312325	C6	22544510	83	 The idea on SO is that you are learning something, not just copy pasting the code. The code could be viewed later by others and help them as well, so deleting it doesn't seem fair to them. You should be able to modify my code enough to make it "your own", and I would be happy to answer any questions you have in that process. Also, all the code on SO is effectively public domain, so there is no copyright issues to worry about (if that is your concern).

3303390	C5	926806	15	 I think this is one of the best answers on the entire of SO.

2576784	C7	82473	23	 I disagree: the base class only declared the property as having no setter; that is not the same as the property being read-only. "Read-only" is only a meaning *you* assign to it. There are no relevant guarantees built into C# at all. You could have a get-only property that changes every time, or a get/set property where the setter throws an `InvalidOperationException("This instance is read-only")`.

2639084	C6	2187498	22	 @Anthony: When I do that I just tell people that my degree is in *mathematics*, not *arithmetic*.

7815995	C5	136092	9	 The latest version of FxCop does not throw an exception when the code above is used.

22731359	C3	1122519	13	 Also, you can get a random uppercase letter by using `ch = (char)random.Next('A','Z');` a lot simpler than the unreadable line `ch = Convert.ToChar(Convert.ToInt32(Math.Floor(26 * random.NextDouble() + 65)));` from the original post. Then if you want to switch it to lowercase, you can easily switch to `(char)random.Next('a','z');`

20513341	C2	6323032	19	 "Thank you, just to clarify for fellow newbies to C# and MVC 3, here is what I had to do: create Helpers folder on root, create a class, MenuExtensions.cs, with the above code in this folder. To the top of the file add `using System.Web.Mvc;` `using System.Web.Mvc.Html;` In Web.config in the Views folder, add `<add namespace=""yourNamespacehere.Helpers"" />` inside the namespaces tag."

11148053	C7	8911646	33	 Raymond's answer here is of course completely correct. I note that the C# compiler and the jit compiler are both allowed to use more precision *at any time*, and to do so *inconsistently*. And in fact, they do just that. This question has come up dozens of times on StackOverflow; see http://stackoverflow.com/questions/8795550/casting-result-to-float-in-method-returning-float-changes-result/8795656#8795656 for a recent example.

16852882	C2	12466884	14	 Note that if you're prepending a lot (as you're essentially doing in the last example) or deleting the first entry, a linked list will nearly always be significantly faster, as there is no searching or moving/copying to do. A List would require moving everything up a spot to accommodate the new item, making prepending an O(N) operation.

146700	C4	299273	7	 Thread.Abort() is very dangerous to use, It shouldn't be used with regular code, only code that is guaranteed to be safe should be aborted, such as code that is Cer.Safe, uses constrained execution regions and safe handles. It shouldn't be done for any code.

4389559	C4	1248	6	 Beware of editing the times here since ts.Minutes, ts.Hours, etc... gives the component of the timespan, not the total minutes or hours. For example if you wanted to describe everything less than 48 hours in terms of hours, you'd need to change ts.Hours to Convert.ToInt32(ts.TotalHours) to get output of "38 hours ago". I wanted to do this since my application predicts a future time like "38 hours left". Tomorrow doesn't sound good here IMO.

39603039	C6	25390969	13	 Finally I learned how to print out those nicely looking tables

5175378	C4	4691582	7	 Why just give corrected code without explanation? What will anyone learn from this? The empty catch block is a really bad thing to do - either remove it all together or ensure you do something with any exceptions caught.

16728865	C4	2138588	6	 @Brettski Technically, yes, but having a _**unique**_ salt for each user renders Rainbow Tables (generally accepted as the most efficient way to crack hashed passwords) practically useless. [This is a quick oveview](http://crackstation.net/hashing-securit

5199311	C2	4671668	7	 For your 'substr' example you should actually use _invoiceNum.ToString("00000"). ToString supports the same composite formatting settings as string.Format() When you have just a single value to be formatted ToString() is often simpler/clearer than Format().

6775415	C5	182924	6	 +1 Yes, thanks saved me the headache of figuring it out.

698127	C4	889642	12	 Sorry, you're still going to leave valid names out in the cold. I strongly suggest you read up on diacritics in Arabic, especially those are separate Unicode characters but which combine with letters to change them. Will you be disallowing things like "John W. Saunders, 3rd"? I hope not. It's just a much wider world out there than you seem to realize, and your simplistic, Western-oriented rules will simply not work in general.

1140523	C2	1308480	13	 This is a debug build. The JIT doesn't optimize those.

1278611	C5	1431789	14	 +1 for the cool name

9213569	C5	7595443	7	 +1 for doublechecking and using LINQPad ;)

2861505	C7	2819962	33	 How does referencing the property that contains these version numbers and stating what the appropriate combinations map to *not* answer the question? You don't always have to give code to answer a problem.

28990372	C5	10380166	10	 @LeonLucardie: The other alternatives aren't "better"; *in fact, they're **worse*** because they break on strings that can't be encoded correctly (such as those that contain unpaired surrogates). I've mentioned this a million times now, but apparently it'

1724559	C2	212707	47	 @AndyMcKenna - That's done on purpose so that you change the values in the arrays, as Mark notes in the second paragraph.

5148688	C7	4671668	49	 +1 for the `Someone just shoot the developer.` ;-)

4447877	C6	174223	53	 Wow... I just used a `goto` in my code. Should I feel dirty?

15082559	C4	10380166	70	 This answer is wrong on so many levels but foremost because of its decleration "you DON'T need to worry about encoding!". The 2 methods, GetBytes and GetString are superfluous in as much as they are merely re-implementations of what Encoding.Unicode.GetBytes() and Encoding.Unicode.GetString() already do. The statement "As long as your program (or other programs) don't try to interpret the bytes" is also fundamentally flawed as implicitly they mean the bytes should be interpreted as Unicode.

1927128	C6	151560	7	 Excellent and concise explaination. This should really be marked as the answer.

104459	C5	194671	29	 Very, very cool. In an uncool kind of way. ;-)

8242377	C7	6919149	54	 "**you do not have to return bool**" .. I think that's our answer right there; well done. If !(o1 == o2) isn't even well-defined, then you can't expect the standard to rely on it.

2303155	C4	424414	10	 It looks like an enum but it isn't an enum. I can imagine that causing some interesting problems if people start trying to compare AuthenticationMethods. You probably need to overload various equality operators too.

17336449	C4	5342460	10	 Whether it is working or not using try catch to validate input is not recommended practice. Regex is definitely better way to go.

7491667	C6	1248	11	 `const int SECOND = 1;` So weird a second is one second.

6856978	C3	5942176	26	 @Bongo Sharp: Don't forget to set `AutoDetectChangesEnabled = false;` on the DbContext. It also has a big additional performance effect: http://stackoverflow.com/questions/5943394/why-is-inserting-entities-in-ef-4-1-so-slow-compared-to-objectcontext/59436

8256321	C4	3913489	40	 -1 It's really bad to create ugly code just to comply with a warning that [should be suppressed](http://stackoverflow.com/questions/3831676/ca2202-how-to-solve-this-case/3839419#3839419).

1884159	C3	1970001	12	 I agree with Will, but i think that "always" is a little excessive. While an empty collection might mean "0 items", returning Null could mean "no collection at all" - eg. if you are parsing HTML, looking for an <ul> with id="foo", <ul id="foo"></ul> could return empty collection; if there is no <ul> with id="foo" a null return would be better (unless you want to handle this case with an exception)

18610	C7	82473	11	 Shouldn't the same be true for interfaces, then? You can have readonly property on interface and read/write on implementing type.

36911161	C6	23949829	6	 @KevinZ: ...whose effect then has to be undone by a programmer who never wanted that special-case behavior in the first place. Letting the programmer specify modulus rather than having to derive it from a remainder which the compiler may have derived fro

1884152	C6	1970001	39	 while you are generally correct, there are cases when returning null isn't wrong. so the "always" should be omitted.

19869671	C7	14301496	31	 Here is the thing I never get about DI: it makes the architecture **vastly** more complicated. And yet, as I see it, the use is pretty limited. The examples are certainly always the same: interchangeable loggers, interchangeable model / data access. Sometimes interchangeable view. But that’s it. Do these few cases really justify a vastly more complex software architecture? – Full disclosure: I’ve already used DI to great effect, but that was for a very special plug-in architecture that I wouldn’t generalise from.

4194147	C2	424414	7	 @tyriker: Compiler does. The constructor is private so you cannot create new instance. Also static members are not accessible through instance.

2040076	C3	2047657	12	 I think that the facades should be hand-coded because they represent known (and presumably common) combinations of components. A DI Container should not be necessary because everything can be wired up by hand (think Poor Man's DI). Recall that a Facade is just an optional convenience class for users of your API. Advanced users may still want to bypass the Facade and wire up the components to their own liking. They may want to use their own DI Contaier for this, so I think it would be unkind to force a particular DI Container upon them if they are not going to use it. Possible but not advisable

1975636	C3	2047657	11	 While this sounds great on paper, in my experience once you have lots of inner components interacting in complex ways, you end up with lots of factories to manage, making maintenance harder. Plus, factories will have to manage their created components' lifestyles, once you install the library in a real container this will conflict with the container's own lifestyle management. Factories and facades get in the way of the real containers.

13610269	C7	371348	8	 "Oh - for convenience, you might also consider providing == and != operators when overriding Equals and GethashCode.": Microsoft discourages implementing operator== for objects that are not immutable - http://msdn.microsoft.com/en-us/library/ms173147.aspx - " It is not a good idea to override operator == in non-immutable types."

2637972	C6	2187498	14	 @Bruno: All it takes is about eight or ten thousand hours of study of a given subject and you too can be an expert on it. That's easily doable in four years of full-time work.

101741	C2	194671	10	 @Drew; additionally, there are special boxing rules for Nullable<T>, which means that an empty Nullable<T> boxes to null, not a box that contains an empty Nullable<T> (and a null un-boxes to an empty Nullable<T>)

8050068	C1	5325861	39	 I don't understand why I should not be able to do this... This would be very usefull...

147305	C2	299273	11	 While Thread.Abort() is bad, it is no where near as bad as a process running out of control and using every CPU cycle & byte of memory that the PC has. But you are right to point out the potential problems to anyone else who may think this code is useful.

24161546	C6	16769877	14	 @3D-kreativ: Yes, but I'd still recommend using the "extract to method" approach.

164341	C6	324837	24	 In this type of situation I don't think using goto is any worse than the normal use of something like break (after all they're both just unconditional branches to a label, it's just that with break the label is implicit).

2646659	C7	2633016	18	 It's actually a secret incantation that grants superhero C# abilities to the person that says it. Unfortunately, it works only once and Jon's already use it.

4200741	C5	424414	8	 @Jakub Very interesting. I had to play with it to figure out how to use it, and realize its benefits. It's a public, non-static class, but can't be instantiated and you can only access its static members. Basically, it behaves like an enum. But the best p

2646669	C6	2633016	8	 1 tweet and it gets 30 upvotes within 5 minutes. Nice.

25152339	C7	17331230	11	 Note that x86 is only slower when using _ternary_ -- it is as equally fast as x64 when using _if/else_. So the question to answer is: "why is the X86 code so much slower than X64 when using the ternary operator?".

5452930	C5	2603625	26	 It seems that ExcelLibrary only supports .xls and EPPlus only .xlsx so they complement each other.

9219903	C5	7595443	27	 @Blindy "The interviewer disagreed and said *if using is wrapped in a try catch block then Dispose will not be called by the time you enter the catch block.*" I think the answer is a pretty good counterexample to the interviewer's "theory".

39600569	C4	25390969	15	 Cryptographic or not, having the third output be constant sounds like a pretty bad flaw. Yikes.

5546126	C6	898867	51	 @erikkallen is that a joke? :)

2571081	C6	538238	25	 @Daniel Earwicker: It's true. Microsoft would love for you to stop using Win32 altogether, and stick to nicely abstractable, portable, device independent .NET Framework calls. If you want to go poking around the operating system underneath; because you **

1066803	C5	182924	34	 This code works well. It assumes Column A is columnNumber 1. I had to make a quick change to account for my system using Column A as columnNumber 0. I changed the line int dividend to int dividend = columnNumber + 1; Keith

2103214	C4	937558	37	 This is a great solution, but I have one comment - you may wan't to open the File with access mode FileAccess.Read since ReadWrite will always fail if the file happens to be read-only.

676841	C4	299273	20	 I can't believe this is the accepted answer, someone must not be reading the comments here, or the answer was accepted before the comments and that person does not check his replies page. Thread.Abort is not a solution, it's just another problem you need to solve!

24707624	C6	10380166	13	 You do *not* understan why people worry about encodings because you do *not* actually understand what encodings are.

35675024	C6	22544510	9	 @BradleyDotNET: There definitely are copyright issues. The license SO uses requires credit to be given for any content used from SO. As the author, you can of course make your code usable under more generous terms, but by default the only license for us

3764067	C2	136092	14	 Unfortunately, FxCop (ie - Visual Studio Code Analysis) doesn't like it when you catch Exception.

101208	C2	194671	69	 Drew: the problem is that GetType() isn't virtual, so it's not overridden - which means that the value is boxed for the method call. The box becomes a null reference, hence the NRE.

2646691	C6	2633016	7	 @Coronatus: Yes, I think it's time to make it CW just so it doesn't look like a rep grab attempt.

9217448	C4	1262619	12	 I would like to point out, that the comparison is flawed. Using <code>new Random()</code> in a loop is the problem, not the randomness of <code>Random</code> [Explanation](http://stackoverflow.com/questions/3053807/random-number-in-a-loop/3053811#3053811)

9620507	C6	7883083	11	 For added entertainment, have a static stub method `Off` in a class named as the four-letter word of your choice, and use this for your catch-all continuations. Helps to combat some of the pent-up frustration from this particular exception.

2646703	C2	2633016	6	 this is _required_ way to use delegates when using classes in the System.Net.MorseCode namespace.

11594836	C1	538238	22	 This is a great answer but I think it would however benefit from a final code listing for a standard case and for a case where the the class derives from a baseclass that already implements Dispose. e.g having read here (http://msdn.microsoft.com/en-us/library/aa720161%28v=vs.71%29.aspx) as well I have got confused about what I should do when deriving from the class that already implements Dispose (hey I'm new to this).

19865942	C7	14301496	19	 excellent explanation, don't even have a clue who could -1 it.

4251391	C5	926806	21	 This shakes me at my core - Jon Skeet..wrong? In any case, good answer.

3662891	C4	1248	133	 I hate such constants with a passion. Does this look wrong to anyone? `Thread.Sleep(1 * MINUTE)`? Because it's wrong by a factor of 1000.

2339517	C3	2363851	18	 Good answer (+1). My only suggestion would be to implement IChangeTracking (http://msdn.microsoft.com/en-us/library/system.componentmodel.ichangetracking.aspx) rather than creating your own IsDirty property.

15089119	C6	10380166	7	 @David: Yes, it crashes on UTF-8 data, because `GetBytes` never happens to return UTF-8 data. It seems like the abstraction layer you're expecting is different from the one that's actually there. If you're not sure how to use it correctly then don't; the

2099835	C2	78612	56	 Serialization/deserialization involves significant overhead that isn't necessary. See the ICloneable interface and .MemberWise() clone methods in C#.

20139691	C2	14459153	11	 "For completeness, this is given in a note in ECMA-335 I.8.2.5.2 ""Equality is implemented on System.Object via the Equals method. [Note: Although two floating point NaNs are defined by IEC 60559:1989 to always compare as unequal, the contract for System.Object.Equals requires that overrides must satisfy the requirements for an equivalence operator. Therefore, System.Double.Equals and System.Single.Equals return True when comparing two NaNs, while the equality operator returns False in that case, as required by the IEC standard. end note]"""

24026546	C2	16694227	21	 @rtuner `const` statements are not executed at runtime, they are substituted at compile time. Try and put a break point on it.

23934043	C2	16621778	9	 @sleske If you're going to nitpick, 21 bits could encode 32 planes of 16 bits. 20 bits would be 16 planes of 16 bits. In an information theoretic sense, there are fewer than 21 bits necessary to encode a single Unicode character. The decimal representatio

13502127	C1	151560	6	 Great answer, but it seems to me that I'd only want to put non-framework using statements locally, and keep the framework using statements global. Anyone have further explanation why I should completely changed my preference? Also where did this come from, the templates in VS2008 put using outside the namespace?

8248159	C7	6919149	8	 Ironically in a topic about logical operators you have used a double-negative in the sentence, "C# does not allow you to not override only one of either" which actually logically means "C# does allow you to override only one of either".

23899390	C2	16621778	84	 Here is a more complete list of digits that aren't 0-9: http://www.fileformat.info/info/unicode/category/Nd/list.htm

24825712	C6	17150843	11	 Actually, little known fact: dapper will iterate *for you*; the middle one can be: `connection.Execute("INSERT INTO PROCESS_LOGS VALUES (@A, @B)", processList);`

2966182	C4	937558	125	 -1. This is a poor answer, because the file could become locked by another thread/process after it is closed in IsFileLocked, and before your thread gets a chance to open it.

14912414	C2	937558	7	 I think this is a great answer. I'm using this as an [extension method](http://msdn.microsoft.com/en-us/library/bb383977.aspx) á la `public static bool IsLocked(this FileInfo file) {/*...*/}`.

20706540	C6	14787852	11	 now **that's** an answer :)

1632316	C4	32336	32	 Interesting note: If you swap 'UseDefaultCredentials = false,' and 'Credentials = ...' it won't authenticate.

4157659	C3	2138588	15	 "nifty LINQ statement refactor for CompareByteArrays `return array1.Length == array2.Length && !array1.Where((t, i) => t != array2[i]).Any();`"

504995	C6	487757	21	 What a great answer and a tremendous help! I made SuspendDrawing and ResumeDrawing extension methods for the Control class, so I can call them for any control in any context.

24029338	C6	16694227	22	 To address your last paragraph: indeed, Mono appears to be in the wrong here. But one can hardly blame them; this is a bizarre scenario. I wonder if Mono gets other rules about scoping inside switch statements wrong? I shall find out!

554436	C5	212707	6	 +1 This should of been the accepted answer. Awesome answer..Thanks!!!

11090687	C7	8870593	10	 @Blue - I don't know, short from making fun of Intel engineers. My high school book does have a problem raising something to the power of a negative integral. Pow(x, -2) is perfectly computable, Pow(x, -2.1) is undefined. Domain problems are a bitch to

95412	C1	194671	9	 Why can't Nullable<T>.GetType() be defined? Shouldn't the result be typeof(Nullable<T>)?

11094308	C7	8870593	7	 @Hans Passant: Why would Pow(x,-2.1) be undefined? Mathematically pow is defined everywhere for all x and y. You do tend to get complex numbers for negative x and non integer y.

9613067	C7	7877736	46	 WOW. That is just EXACTLY what I was looking for. Best way to get an answer is to get one from the principal developer himself. Thanks for the time, and I'm sure this will help everyone who wonders the intricacies of the compiler and MSIL. Thanks Eric.

412973	C7	600306	12	 @ShuggyCoUk: two's complement is how negative numbers are represented. Since this is an unsigned integer, representation of negative numbers is not relevant. This technique only relies on binary representation of nonnegative integers.

11545177	C5	7608823	14	 Best example I've seen that redirects both input and error, and uses a timeout period. Also, nice to see someone adding to a question three years after it was asked.

164357	C5	324837	13	 sometimes goto is less evil than the alternatives

14458562	C6	10380166	133	 @artbristol: If they can't be bothered to read the answer (or the other answers...), then I'm sorry, then there's no better way for me to communicate with them. I generally opt for answering the OP rather than trying to guess what others might do with my

12931125	C6	10095362	9	 Hence contrived, but introducing a new local scope isn't that unusual, imho.

7307937	C4	1262619	7	 What if list.Count is > Byte.MaxValue? If n = 1000, then 255 / 1000 = 0, so the do loop will be an infinite loop since box[0] < 0 is always false.

9615973	C7	7877736	24	 @JanCarloViray: You are very welcome! I note that I am *a* Principal Developer, not *the* principal developer. There are several people on this team with that job title and I am not even the most senior of them.

2102907	C5	78612	10	 @David, granted, but if the objects are light, and the performance hit when using it is not too high for your requirements, then it is a useful tip. I haven't used it intensively with large amounts of data in a loop, I admit, but I have never seen a singl

325094	C6	78612	12	 http://stackoverflow.com/questions/78536/cloning-objects-in-c/78551#78551 has a link to the code above [and references two other such implementations, one of which is more appropriate in my context]

4403140	C2	2603625	119	 ExcelLibrary has been superseded by the exceptional EPPlus - http://epplus.codeplex.com. Jan updates it regularly. Have been using it and it is one of the finest open source projects we've worked with.

11569951	C6	2603625	6	 EPPlus is now LGPL, so that last concern should no longer apply

7815324	C7	154803	25	 @Zach Saw: Under the memory model for C++, volatile is how you've described it (basically useful for device-mapped memory and not a lot else). Under the memory model for the *CLR* (this question is tagged C#) is that volatile will insert memory barriers a

24026745	C6	16694227	14	 @Magnus Why are you allowed to put code after a `return;` and before the end of that scope? It's code that won't run. The answer is simply because they didn't bother to make it illegal; making it illegal was more work than just leaving it, and leaving i

4868552	C2	4456450	14	 Side note: It doesn't always *have* to be an actual interface in the sense the language you are using uses the word. It could as well be an abstract class which is not entirely unreasonable, given the restrictions Java or C# place on inheritance.

8833226	C1	7325171	27	 Alternatively, you can show that your four cases are reduced to two cases by considering the *opposite*. Turn the question from "how many ways are there to overlap?" to "how many ways are there to NOT overlap?" There are only two. Either the second date range starts *after* the first one ends, or the first date range starts *after* the second one ends. If neither of those two cases are true, then they overlap. You don't need to consider the four ways that they overlap if you just consider the two ways that they do not.

7257346	C2	78612	9	 @Amir: actually, no: `typeof(T).IsSerializable` is also true if the type has been marked with the `[Serializable]` attribute. It doesn't have to implement the `ISerializable` interface.

25744608	C6	17673433	44	 +1 And somebody said my answer was over the top...

16833027	C3	12466884	47	 There is one benefit to LinkedList over List (this is .net specific): since the List is backed by an internal array, it is allocated in one contiguous block. If that allocated block exceeds 85000 bytes in size, it will be allocated on the Large Object Heap, a non-compactable generation. Depending on the size, this can lead to heap fragmentation, a mild form of memory leak.

25754681	C6	17673433	7	 @ClassicThunder Cleaner for the consumer, for certain.

19874837	C7	14301496	6	 @David Unit testing works just fine – after all, a *unit* is independent of other things (otherwise it’s not a unit). What *doesn’t* work without DI containers is mock testing. Fair enough, I am unconvinced that the benefit of mocking outweighs the

21493431	C2	12005272	9	 "M$, when somefile.min.js is explicitely specified, or when just the .min.js file exists, then only include the .min.js file! Otherwise just apply the current behavior!"

2392703	C2	311179	59	 Because a byte is two nibbles, any hex string that validly represents a byte array must have an even character count. A 0 should not be added anywhere - to add one would be making an assumption about invalid data that is potentially dangerous. If anything, the StringToByteArray method should throw a FormatException if the hex string contains an odd number of characters.

2135885	C7	2187498	8	 @Jason: I believe the spec violations in the first two cases are simply errors that were never caught. The initial binding pass historically has been very aggressive about prematurely optimizing expressions, and one of the consequences of that is that par

3768212	C5	621620	14	 @M4N, Wish I could express a bit more gratitude than a +1. This has become my favorite way of dealing with the session/cache in my projects. My code, literally, is thanking you.

4365268	C6	4057391	10	 Reminds me of [COMEFROM](http://en.wikipedia.org/wiki/COMEFROM)

1233068	C5	926806	28	 Man - Could you write a book on that, please?

240260	C6	415396	24	 But are you actually converting it into an array at the end, as the question requires? If not, of course it's faster - but it's not fulfilling the requirements.

4360377	C2	4057391	11	 Sounds a lot like Thread.Join().

9425842	C4	7741474	11	 @abhinav: 20MHz is still **20 MILLION** operations per second. Even in that case, this is a pre-optimization, so unless this is a *known* performance bottleneck, it's not worth the time it takes to think about it.

